Unidad,Cuad,Nivel,Rasgo,Excavador,Fecha,Context,N frag.,Tamaño frag.,Length,Width,Thickness,Material,Technological Type,Debris,Platform Type,Termination,% Cortex,Portion,Modification,Weight,Notes,Foto,House_Num,Location_Type,Context_Type,Debris_Label
7,30,171-176,,RVQ,3/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.07,MOQ-1683,,,Unknown,No Context,Proximal flake
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.45,MOQ-1361,,House 2,Outside,Domestic,Flake shatter
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.11,MOQ-1362,,House 2,Outside,Domestic,Angular debris
7,19,192-207,House 3 Below,ENHR,6/7/2023,,1,2,,,,16,,3,0,0,0,0,,1.73,MOQ-973,,House 3,Below,Domestic,Angular debris
7,19,192-207,House 3 Below,ENHR,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.38,MOQ-974,,House 3,Below,Domestic,Angular debris
7,19,192-207,House 3 Below,ENHR,6/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.09,MOQ-975,,House 3,Below,Domestic,Proximal flake
7,30,171-176,,RVQ,4/7/2023,,1,2,,,,16,,3,0,0,0,0,,1.1,MOQ-1660,,,Unknown,No Context,Angular debris
7,27,131-145,House 2 Outside Wall Fall,MB/LL,23/06/23,,1,2,,,,16,,1,1,1,0,1,1,1.2,MOQ-850,,House 2,Outside,Domestic,Proximal flake
7,25,123-125,,LL,4/6/2023,,1,1,,,,16,,2,0,1,0,3,,0.04,MOQ-1615,,,Unknown,No Context,Flake shatter
7,29,163-173,House 2,RVQ,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.77,MOQ-1678,,House 2,Unspecified (House),Domestic,Angular debris
7,29,163-173,House 2,RVQ,4/7/2023,,1,1,,,,16,,1,2,1,0,1,,0.34,MOQ-1679,,House 2,Unspecified (House),Domestic,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,0,0,0,4,,0.44,MOQ-1658,,,Unknown,No Context,Proximal flake
7,19,186-192,House 3,ENHR,5/7/2023,,1,1,,,,16,,1,1,1,0,1,,0.22,MOQ-1610,,House 3,Unspecified (House),Domestic,Proximal flake
7,19,186-192,House 3,ENHR,5/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.36,MOQ-1611,,House 3,Unspecified (House),Domestic,Proximal flake
7,24N,261-263,House 1 Outside,SC/RP,18/07/23,,1,1,,,,16,,1,1,2,0,1,,0.08,MOQ-915,,House 1,Outside,Domestic,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,0,3,0,3,,0.28,MOQ-1656,,,Unknown,No Context,Proximal flake
7,23E,244-246,House 2 Outside,SC/RP,18/07/23,,1,1,,,,16,,1,1,0,0,2,,0.03,MOQ-1075,,House 2,Outside,Domestic,Proximal flake
7,27,146-153,Wall Outside???,SCC/GDD,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.09,MOQ-1607,,,Outside,Other,Angular debris
7,27,146-153,Wall Outside???,SCC/GDD,4/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.02,not-pxrfd,,,Outside,Other,Flake shatter
7,26,136-143,,ENHR,3/7/2023,,1,2,,,,16,,3,0,0,0,0,1,1.39,MOQ-1657,,,Unknown,No Context,Angular debris
7,23E,244-246,House 2 Outside,SC/RP,18/07/23,,1,1,,,,16,,2,0,0,0,0,,0.03,MOQ-980,,House 2,Outside,Domestic,Flake shatter
7,26,136-143,,ENHR,3/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.49,MOQ-1624,x,,Unknown,No Context,Angular debris
7,35N,106-109,,RVQ,3/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.13,MOQ-1357,,,Unknown,No Context,Proximal flake
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.11,MOQ-1672,x,,Unknown,No Context,Proximal flake
7,20,202-211,,LL,4/6/2023,,1,1,,,,16,,1,0,1,0,3,,0.13,MOQ-1682,,,Unknown,No Context,Proximal flake
7,30NE,210-228,House 1 Inside,SC/RP,19/07/23,,1,1,,,,16,,1,1,1,0,1,,0.85,MOQ-932,,House 1,Inside,Domestic,Proximal flake
7,30NE,210-228,House 1 Inside,SC/RP,19/07/23,,1,1,,,,16,,2,0,0,0,0,,0.55,MOQ-933,,House 1,Inside,Domestic,Flake shatter
7,30NE,210-228,House 1 Inside,SC/RP,19/07/23,,1,1,,,,16,,1,1,2,0,1,,0.13,MOQ-934,,House 1,Inside,Domestic,Proximal flake
7,30NE,210-228,House 1 Inside,SC/RP,19/07/23,,1,1,,,,16,,3,0,0,0,0,,0.11,MOQ-935,,House 1,Inside,Domestic,Angular debris
7,30NE,210-228,House 1 Inside,SC/RP,19/07/23,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-936,,House 1,Inside,Domestic,Angular debris
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,1,3,0,1,,0.14,not-pxrfd,,House 2,Outside,Domestic,Proximal flake
7,34N,98-107,House 2 Outside,MB/GDD,3/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.08,not-pxrfd,,House 2,Outside,Domestic,Proximal flake
7,30,214-219,House 1,AF/MB,12/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.31,MOQ-877,,House 1,Unspecified (House),Domestic,Angular debris
7,30,214-219,House 1,AF/MB,12/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.41,MOQ-878,,House 1,Unspecified (House),Domestic,Flake shatter
7,20,202-211,,ENHR,4/7/2023,,1,1,,,,16,,1,0,1,0,3,,0.05,MOQ-1680,,,Unknown,No Context,Proximal flake
7,20,202-211,,ENHR,4/7/2023,,1,3,,,,16,,2,0,0,0,0,2,4.88,MOQ-1681,X,,Unknown,No Context,Flake shatter
7,28,152-165,152-165,SCC/GDD/MB,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-1609,,,Other,Other,Angular debris
7,27,146-163,,SC/GD,4/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.1,MOQ-1616,,,Unknown,No Context,Flake shatter
7,22,222-242,House 2,SC/GD,4/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.33,MOQ-1701,,House 2,Unspecified (House),Domestic,Flake shatter
7,22,222-242,House 2,SC/GD,4/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.13,MOQ-1702,,House 2,Unspecified (House),Domestic,Angular debris
7,25,125-139,House 3 Outside,LL/EN,7/7/2023,,1,2,,,,16,3,,,1,0,,2,0.63,MOQ-1365,,House 3,Outside,Domestic,Missing
7,23E,244-246,House 2 Outside,SC/RP,18/07/23,,1,1,,,,16,,3,0,0,0,0,,0.28,MOQ-931,,House 2,Outside,Domestic,Angular debris
7,22,222-242,House 2 Inside,GDD/SCC,5/7/2023,,1,2,,,,16,,1,3,1,0,1,,1.57,MOQ-1654,,House 2,Inside,Domestic,Proximal flake
7,22,222-242,House 2 Inside,GDD/SCC,5/7/2023,,1,2,,,,16,,3,0,0,0,0,,1.55,MOQ-1655,,House 2,Inside,Domestic,Angular debris
7,30NW,210-239,House 1 Inside,SC/RP,19/07/23,,1,2,,,,16,,3,0,0,0,0,,1.09,MOQ-952,,House 1,Inside,Domestic,Angular debris
7,22,222-242,House 2 Inside,GDD/SCC,5/7/2023,,1,1,,,,16,,1,1,2,0,1,,0.07,MOQ-1613,,House 2,Inside,Domestic,Proximal flake
7,22,222-242,House 2 Inside,GDD/SCC,5/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.45,MOQ-1614,,House 2,Inside,Domestic,Angular debris
7,19,186-192,House 3,ENHR,5/7/2023,,1,1,,,,16,,1,0,0,0,4,,0.08,MOQ-1608,,House 3,Unspecified (House),Domestic,Proximal flake
7,23W,229-241,House 1,RP,25/07/23,,1,1,,,,16,,1,1,3,0,1,,0.21,MOQ-1662,,House 1,Unspecified (House),Domestic,Proximal flake
7,23W,229-241,House 1,RP,25/07/23,,1,1,,,,16,,1,1,2,0,1,,0.33,MOQ-1663,,House 1,Unspecified (House),Domestic,Proximal flake
7,23W,229-241,House 1,RP,25/07/23,,1,1,16.26,9.82,5.73,16,4,0,0,1,0,0,2,0.75,MOQ-1664,,House 1,Unspecified (House),Domestic,N/A
7,30NE,210-228,House 1 Inside,SC/RP,19/07/23,,1,1,,,,16,,1,2,2,0,1,,0.16,MOQ-1031,x,House 1,Inside,Domestic,Proximal flake
7,22,222-242,House 2 Inside,GDD/SCC,5/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.83,MOQ-1618,,House 2,Inside,Domestic,Flake shatter
7,29N,214-237,House 1 Inside,HQB,19/07/23,,1,1,,,,16,,1,0,2,0,3,1,0.22,MOQ-1049,,House 1,Inside,Domestic,Proximal flake
7,20,202-211,,ENHR,4/7/2023,,1,2,,,,16,,1,0,0,0,4,1,0.74,MOQ-1639,x,,Unknown,No Context,Proximal flake
7,23W,242-244,Passage,SC/RP,19/07/23,,1,1,,,,16,,1,0,3,0,3,,0.1,MOQ-930,,,Other,Other,Proximal flake
7,24N,261-263,House 1 Outside,SC/RP,18/07/23,,1,2,,,,16,,2,0,0,0,0,,0.71,MOQ-1064,,House 1,Outside,Domestic,Flake shatter
7,30NW,255-270,House 5,MB/RV,26/07/23,,1,1,,,,16,,3,0,0,0,0,,0.18,MOQ-808,,House 5,Unspecified (House),Domestic,Angular debris
7,34,76-82,House 1 Outside,MB/LL,21/06/23,,1,1,,,,16,4,,,1,0,,2,0.45,MOQ-817,x,House 1,Outside,Domestic,Missing
7,24N,261-263,House 1 Outside,SC/RP,18/07/23,,1,1,,,,16,,1,1,0,0,2,,0.11,MOQ-897,,House 1,Outside,Domestic,Proximal flake
7,29,163-173,House 2,RVQ,4/7/2023,,1,2,,,,16,4,,,1,0,,2,1.05,MOQ-1612,,House 2,Unspecified (House),Domestic,Missing
7,25,123-125,House 3 Outside,LL,4/6/2023,,1,2,,,,16,,1,1,2,0,1,,0.89,MOQ-1676,,House 3,Outside,Domestic,Proximal flake
7,23W,242-244,Passage,SC/RP,19/07/23,,1,2,,,,16,,1,0,1,0,3,1,0.44,MOQ-899,,,Other,Other,Proximal flake
7,19,192-207,House 3 Below,MB/LL/E,6/7/2023,,1,1,,,,16,,1,1,0,0,2,,0.6,MOQ-940,,House 3,Below,Domestic,Proximal flake
7,24,233-238,House 1 Above,AFA,29/06/23,,1,1,,,,16,,1,1,0,0,2,1,0.43,MOQ-874,,House 1,Above,Domestic,Proximal flake
7,24,233-238,House 1 Above,AFA,29/06/23,,1,1,,,,16,,1,0,2,0,3,,0.01,not-pxrfd,,House 1,Above,Domestic,Proximal flake
7,19,192-207,House 3,LL/ENHR,6/7/2023,,1,1,,,,16,,1,0,0,0,4,,0.16,MOQ-1046,,House 3,Unspecified (House),Domestic,Proximal flake
7,19,192-207,House 3,LL/ENHR,6/7/2023,,1,1,,,,16,,1,1,0,0,2,1,0.05,MOQ-1047,,House 3,Unspecified (House),Domestic,Proximal flake
7,30NW,210-239,House 1 Inside,SC/RP,19/07/23,,1,2,,,,16,,3,0,0,0,0,,3.11,MOQ-937,,House 1,Inside,Domestic,Angular debris
7,20,211-216,,ENHR,6/7/2023,,1,1,,,,16,,1,0,2,0,3,,0.1,MOQ-1649 ,,,Unknown,No Context,Proximal flake
7,20,211-216,,ENHR,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.08,MOQ-1650,,,Unknown,No Context,Angular debris
7,20,211-216,,ENHR,6/7/2023,,1,1,,,,16,,3,0,0,0,0,,0.22,MOQ-1651,,,Unknown,No Context,Angular debris
7,20,211-216,,ENHR,6/7/2023,,1,1,,,,16,,2,0,0,0,0,,0.13,MOQ-1652,,,Unknown,No Context,Flake shatter
7,20,211-216,,ENHR,6/7/2023,,1,2,,,,16,,1,0,1,0,3,1,1.11,MOQ-1653,x,,Unknown,No Context,Proximal flake
7,20,202-211,,ENHR,4/7/2023,,1,3,,,,16,,2,1,2,1,1,1,5.13,MOQ-1632,x,,Unknown,No Context,Flake shatter
5,1,200-210,House 1S Inside,HQB,19/09/23,,1,1,,,,16,,1,0,2,0,1,,0.24,MOQ-189,,House 1,Inside,Domestic,Proximal flake
5,1,200-210,House 1S Inside,HQB,19/09/23,,1,1,,,,16,,1,1,2,0,1,,0.13,MOQ-190,,House 1,Inside,Domestic,Proximal flake
5,1,200-210,House 1S Inside,HQB,19/09/23,,1,1,,,,16,,1,1,2,0,1,,0.07,MOQ-191,,House 1,Inside,Domestic,Proximal flake
5,1,200-210,House 1S Inside,HQB,19/09/23,,1,1,,,,16,,1,0,1,0,3,,0.2,MOQ-192,,House 1,Inside,Domestic,Proximal flake
5,1,200-210,House 1S Inside,HQB,19/09/23,,1,1,,,,16,,1,1,3,0,1,1,0.09,MOQ-193,,House 1,Inside,Domestic,Proximal flake
5,1,200-210,House 1S Inside,HQB,19/09/23,,1,1,,,,16,,1,0,1,0,3,,0.12,MOQ-194,,House 1,Inside,Domestic,Proximal flake
5,1,200-210,House 1S Inside,HQB,19/09/23,,1,1,,,,16,,1,3,2,0,1,,0.11,MOQ-195,,House 1,Inside,Domestic,Proximal flake
5,2,186-197,Wall Fall,HQB,22/09/23,,1,2,,,,16,,1,1,2,0,1,,0.77,MOQ-127,x,,Other,Wall Fall,Proximal flake
5,3,143-161,House 3N Inside,HQB,14/09/23,,1,2,,,,16,,1,1,2,0,1,1,0.62,MOQ-119,,House 3,Inside,Domestic,Proximal flake
5,2,212-222,Wall Fall,HQB,22/09/22,,1,1,,,,16,,1,1,1,0,1,,0.07,MOQ-011,,,Other,Wall Fall,Proximal flake
5,2,212-222,Wall Fall,HQB,22/09/22,,1,1,,,,16,,3,0,0,0,0,,0.2,MOQ-012,,,Other,Wall Fall,Angular debris
5,2,212-222,Wall Fall,HQB,22/09/22,,1,1,,,,16,,3,0,0,0,0,,0.79,MOQ-013,,,Other,Wall Fall,Angular debris
5,3,143-161,House 3N Inside,HQB,16/09/22,,1,1,,,,16,,1,1,1,0,1,,0.08,MOQ-137,x,House 3,Inside,Domestic,Proximal flake
